Principles of Real Estate Practice in Alabama,2.2,Which of the following is the best definition of real estate?,Land and personal property,Unimproved land,Land and everything permanently attached to it,An ownership interest in land and improvements,c,"Real estate is the land and all things, man made or natural, that are permanently attached to it"
Principles of Real Estate Practice in Alabama,2.3,Which of the following is included in the legal concept of land?,The surface of the earth and all natural things permanently attached to the earth,Only the surface of the earth that is delineated by boundaries,The surface of the earth except for lakes and streams,"Everything above, on and below the surface of the earth",a,"Land includes minerals beneath the earth's surface, water on or below the earth's surface, and the air above the surface. In addition, land includes all plants attached to the ground or in the ground, such as trees and grass"
Principles of Real Estate Practice in Alabama,2.4,What are the three unique physical characteristics of land?,"Fixed, unchangeable, homogeneous","Immobile, indestructible, heterogeneous","Three-dimensional, buildable, marketable","Natural, measurable, inorganic",b,"Land has three unique physical characteristics: immobility, indestructibility, and heterogeneity"
Principles of Real Estate Practice in Alabama,2.5,The primary distinction between the legal concepts of land and real estate is that,real estate includes air above the surface and minerals below the surface,real estate is indestructible,land has no defined boundaries,land does not include man-made structures,d,"Real estate includes, in addition to land, such things as fences, streets, buildings, wells, sewers, sidewalks and piers. Such manmade structures attached to the land are called improvements"
Principles of Real Estate Practice in Alabama,2.6,The primary distinction between the legal concepts of real estate and real property is that,real property includes ownership of a bundle of rights,real property includes improvements,"real property is physical, not abstract",real estate can be owned,a,Real property is ownership of real estate and the bundle of rights associated with owning the real estate
Principles of Real Estate Practice in Alabama,2.7,Which of the following is included in the bundle of rights inherent in ownership?,To inherit,To tax,To transfer,To vote,c,"In owning property, the owner has the right to transfer ownership of the item (sell, rent, donate, assign, or bequeath)"
Principles of Real Estate Practice in Alabama,2.8,Which of the following is an example of intangible property?,Real estate,Personal property,Artwork,Stock,d,"A stock certificate, contract, or patent would be an example of intangible property"
Principles of Real Estate Practice in Alabama,2.9,The right to use real property is limited by,the right of others to use and enjoy their property,the police,taxation and subordination,Title 12 of the U.S. Civil Code,a,One's right to use may not infringe on the rights of others to use and enjoy their property
Principles of Real Estate Practice in Alabama,2.10,"Surface rights, air rights and subsurface rights are",inviolable,unrelated,separable,not transferrable,c,"The bundle of real property rights also applies separately to the individual components of real estate: the air, the surface, and the subsurface. An owner can, for example, transfer subsurface rights without transferring air rights. Similarly, an owner can rent air space without encumbering surface or subsurface rights"
Principles of Real Estate Practice in Alabama,2.11,Which of the following terms refers to the rights of a property that abuts a stream or river?,Allodial,Alluvial,Littoral,Riparian,d,Riparian rights concern properties abutting moving water such as streams and rivers
Principles of Real Estate Practice in Alabama,2.12,What part of a non-navigable waterway does the owner of an abutting property own?,To the low-water mark,To the middle of the waterway,To the high-water mark,None,b,"If the property abuts a non-navigable stream, the owner enjoys unrestricted use of the water and owns the land beneath the stream to the stream's midpoint"
Principles of Real Estate Practice in Alabama,2.13,"What is the ""Doctrine of Prior Appropriation?""",A pre-emptive zoning ordinance,The right of government to confiscate land and improvements,A doctrine that gives the state control of water use and the water supply,A real estate tax applied to owners of water rights,c,"Since water is a resource necessary for survival, some states -- particularly those where water is scarce -- have taken the legal position that the state owns and controls all bodies of water. Called the Doctrine of Prior Appropriation, this position requires that property owners obtain permits for use of water"
Principles of Real Estate Practice in Alabama,2.14,Which of the following is considered real property? ,A tree growing on a parcel of land,A tree that has been cut down and is lying on a parcel of land,A tractor used to mow grass on a parcel of land,A prefabricated shed not yet assembled on a parcel of land,a,"The primary criterion for distinguishing real from personal property is whether the item is permanently attached to the land or to structures attached to the land. For example, a tree growing in one's yard is an item of real property"
Principles of Real Estate Practice in Alabama,2.15,The overriding test of whether an item is a fixture or personal property is,how long it has been attached to the real property,its definition as one or the other in a sale or lease contract,how essential it is to the functioning of the property,how it was treated in previous transactions,b,"If a person intended an article to be a fixture, even though the item is easily removable"
Principles of Real Estate Practice in Alabama,2.16,What is an emblement?,A piece of equipment affixed to the earth,A limited right to use personal property,A sign indicating a property boundary,A plant or crop that is considered personal property,d,"Plants and crops requiring human intervention and labor are called emblements. Emblements, despite their attachment to land, are considered personal property"
Principles of Real Estate Practice in Alabama,2.17,An item can be converted from real to personal property and vice versa by means of which processes?,Assemblage and plottage,Application and dissolution,Affixing and severance,Personalty and severalty,c,"The classification may be changed by the process of conversion. Severance is the conversion of real property to personal property by detaching it from the real estate, such as by cutting down a tree, detaching a door from a shed, or removing an antenna from a roof. Affixing, or attachment, is the act of converting personal property to real property by attaching it to the real estate, such as by assembling a pile of bricks into a barbecue pit, or constructing a boat dock from wood planks"
Principles of Real Estate Practice in Alabama,2.18,"The major sources of real estate law are legislation at federal, state and local level, and",court decisions,professional real estate associations,real estate commissions,local practices,a,Regulation takes the form of federal and state laws and regulations; county and local ordinances and codes; and court decisions in the judicial system
Principles of Real Estate Practice in Alabama,2.19,What is the primary thrust of federal involvement in real estate law?,Taxation,Licensing,Broad regulation of usage,Zoning,c,"In regulating real property rights, the federal government is primarily concerned with broad standards of real property usage, natural disaster, land description, and discrimination"
Principles of Real Estate Practice in Alabama,2.20,Which level of government controls zoning laws?,State,Taxing authorities,Federal,County and local,d,County and local governments have the power to zone land
Principles of Real Estate Practice in Alabama,2.21,A grocer temporarily installs special fruit and vegetable coolers in a leased grocery store in order to prevent spoilage. The coolers would be considered which of the following?,Trade fixtures that are real property,Trade fixtures that are personal property,Permanent fixtures that are real property,Permanent fixtures that are personal property,b,"Trade fixtures are items of a tenant's personal property that the tenant has temporarily affixed to a landlord's real property in order to conduct business. Trade fixtures may be detached and removed before or upon surrender of the leased premises. Should the tenant fail to remove a trade fixture, it may become the property of the landlord through accession. Thereafter, the fixture is considered real property"
Principles of Real Estate Practice in Alabama,2.22,"Under the doctrine of littoral rights, an owner claims ownership of all of the land underlying a lake where there are three other abutting property owners.  Which of the following is true?","The owner's claim is invalid, because the state owns the underlying land","The owner's claim is invalid, because the underlying land is shared equally with the other owners","The owner's claim is invalid, because he may only own underlying land to the middle of the lake","The owner's claim is valid, because the lake is navigable",a,"The owner's claim is invalid, because the state owns the underlying land"
Principles of Real Estate Practice in Alabama,3.1,An interest in real estate is best defined as ownership of,the full bundle of rights to real property,an estate,one or more of the bundle of rights to real property,the right to possession and use of real property,c,"An interest in real estate is ownership of any combination of the bundle of sticks, including the rights to possess, use, transfer, encumber and exclude"
Principles of Real Estate Practice in Alabama,3.2,Encumbrances and police powers are,interests that do not include possession,limited forms of an estate,unrelated to interests,types of public interests,a,An encumbrance enables a non-owning party to restrict the owner's bundle of rights. Government entities also have nonpossessory interests in real estate which act to control land use for the public good within the entity's jurisdiction. The prime example of public interest is police power
Principles of Real Estate Practice in Alabama,3.3,What distinguishes a freehold estate from a leasehold estate?,A freehold includes the right to dispose or use,A leasehold endures only for a specific period of time,A freehold cannot be defeasible,A leasehold is subject to government restrictions,b,"Freehold estates are ownership estates, and their duration cannot be determined. A leasehold endures only for a specific period of time"
Principles of Real Estate Practice in Alabama,3.4,The highest form of ownership interest one can acquire in real estate is the,dower and curtesy,conventional life estate,defeasible fee simple estate,absolute fee simple estate,d,"The fee simple freehold estate is the highest form of ownership interest one can acquire in real estate. It includes the complete bundle of rights, and the tenancy is unlimited, with certain exceptions. The fee simple absolute estate is a perpetual estate that is not conditioned by stipulated or restricted uses"
Principles of Real Estate Practice in Alabama,3.5,The distinguishing feature of a defeasible fee simple estate is that,it can be passed on to heirs,it has no restrictions on use,the estate may revert to a grantor or heirs if the prescribed use changes,it is of unlimited duration,c,"The defeasible fee estate is perpetual, provided the usage conforms to stated conditions. Essential characteristics are: the property must be used for a certain purpose or under certain conditions; and, if the use changes or if prohibited conditions are present, the estate reverts to the previous grantor of the estate"
Principles of Real Estate Practice in Alabama,3.6,"Upon the death of the owner, a life estate passes to",the original owner or other named person,the owner's heirs,the state,the owner's spouse,a,"Upon the death of the owner or other named individual, the estate passes to the original owner or another named party"
Principles of Real Estate Practice in Alabama,3.7,How is a conventional life estate created?,It happens automatically when title transfers unless a fee simple is specifically claimed,A fee simple owner grants the life estate to a life tenant,It is created by judicial action,It is created by a statutory period of adverse possession,b,"A conventional life estate is created by grant from a fee simple property owner to the grantee, the life tenant"
Principles of Real Estate Practice in Alabama,3.8,What distinguishes a pur autre vie life estate from an ordinary life estate?,The pur autre vie estate endures only for the lifetime of the grantor,The pur autre vie estate endures only for the lifetime of the grantee,The pur autre vie estate endures only for the lifetime of a person other than the grantee,The pur autre vie estate cannot revert to the grantor,c,"A pur autre vie life estate endures over the lifetime of a third person, after which the property passes from the tenant holder to the original grantor (reversion) or a third party (remainderman)"
Principles of Real Estate Practice in Alabama,3.9,Which of the following life estates is created by someone other than the owner?,Conventional life estate,Ordinary life estate,Legal life estate,Community property life estate,c,A legal life estate is created by state law as opposed to being created by a property owner's agreement
Principles of Real Estate Practice in Alabama,3.10,Which of the following is true of a homestead?,A homestead interest cannot be conveyed by one spouse,A homestead interest cannot be passed to the children of the head of household,A homestead interest is a form of conventional life estate,A homestead is a primary or secondary residence occupied by a family,a,A homestead is one's principal residence. Homestead laws protect family members against losing their homes to general creditors attempting to collect on debts. Homestead laws generally provide that: the homestead interest cannot be conveyed by one spouse; both spouses must sign the deed conveying homestead property
Principles of Real Estate Practice in Alabama,3.11,Dower refers to,joint tenancy of husband and wife,a wife's life estate interest in her husband's property,a wife's homestead interest,a child's life estate interest in his or her parents' homestead,b,"Dower refers to a wife's life estate interest in the husband's property. When the husband dies, the wife can make a claim to portions of the decedent's property. Curtesy is the identical right enjoyed by the husband in a deceased wife's property. Property acquired under dower laws is owned by the surviving spouse for the duration of his or her lifetime"
Principles of Real Estate Practice in Alabama,3.12,Which of the following is an illustration of the legal concept of elective share?,A surviving spouse places a lien on a debtor's property,A widow who was excluded from a will makes a claim to a portion of the couple's principal residence,A spouse who loses her home because of her husband's gambling debt sues in court for exemption from the debt,A widower whose spouse died without a will sues to change the provisions of the will,b,Elective share is a state-level statute enabling a surviving spouse to make a minimum claim to the deceased spouse's real and personal property in place of the provisions for such property in the decedent's will
Principles of Real Estate Practice in Alabama,3.13,"A one-year lease on a house has expired, but the tenant continues sending monthly rent checks to the owner, and the owner accepts them. What kind of leasehold estate exists?",Estate for years,Estate from period to period,Estate at will,Estate at sufferance,b,"In an estate from period-to-period, also called a periodic tenancy, the tenancy period automatically renews for an indefinite period of time, subject to timely payment of rent. At the end of a tenancy period, if the landlord accepts another regular payment of rent, the leasehold is considered to be renewed for another period"
Principles of Real Estate Practice in Alabama,4.1,"When a single individual or entity owns a fee or life estate in a real property, the type of ownership is",tenancy in severalty,tenancy by the entireties,absolute fee simple,legal fee simple,a,"If a single party owns the fee or life estate, the ownership is a tenancy in severalty"
Principles of Real Estate Practice in Alabama,4.2,"Three people have identical rights but unequal shares in a property, share an indivisible interest, and may sell or transfer their interest without consent of the others. This type of ownership is",joint tenancy,equal ownership,tenancy in common,estate in severalty,c,"Tenancy in common, co-tenants enjoy an individually owned, undivided interest; any ownership share possible; no survivorship"
Principles of Real Estate Practice in Alabama,4.3,"The ""four unities"" required to create a joint tenancy include which of the following conditions?",Parties must acquire respective interests at the same time,Parties must be legally married at the time of acquiring interest,Parties must be family members,Parties must have joint financial resources,a,"All owners must acquire the property at the same time, use the same deed, acquire equal interests, and share in equal rights of possession"
Principles of Real Estate Practice in Alabama,4.4,"Unlike tenants in common, joint tenants",own distinct portions of the physical property,cannot will their interest to a party outside the tenancy,may own unequal shares of the property,cannot sell their interest to outside parties,b,"The survivorship feature of joint tenancy presents an advantage to tenancy in common, in that interests pass without probate proceedings. On the other hand, joint tenants relinquish any ability to will their interest to parties outside of the tenancy"
Principles of Real Estate Practice in Alabama,4.5,"In a community property state, a basic distinction is made between",property acquired together and property acquired separately over the duration of the marriage,property owned privately versus property owned by the state,property acquired during a marriage and property already owned by each party at the time of marriage,property acquired during the marriage and property acquired after the marriage,c,Community property law distinguishes real and personal property into categories of separate and community property. Separate property belongs to one spouse; community property belongs to both spouses equally
Principles of Real Estate Practice in Alabama,4.6,Who are the essential parties involved in an estate in trust?,"Owner, trustor and lawyer","Owner, trustor and trustee","Trustee, title company, and beneficiary","Trustor, trustee and beneficiary",d,"In an estate in trust, a fee owner-- the grantor or trustor-- transfers legal title to a fiduciary-- the trustee-- who holds and manages the estate for the benefit of another party, the beneficiary"
Principles of Real Estate Practice in Alabama,4.7,The distinguishing features of a condominium estate are,ownership of a share in an association that owns one's apartment,tenancy in common interest in airspace and common areas of the property,fee simple ownership of the airspace in a unit and an undivided share of the entire property's common areas,fee simple ownership of a pro rata share of the entire property,c,"Multi-unit residential or commercial properties. It combines ownership of a fee simple interest in the airspace within a unit with ownership of an undivided share, as a tenant in common"
Principles of Real Estate Practice in Alabama,4.8,Who owns the property in a time-share estate?,Ownership is shared by the developer and the broker,The property is owned by tenants in common or by a freehold owner who leases on a time-share basis,A real estate investment trust holds a fee simple estate,A general partner holds a fee simple interest and interval estates are owned by limited partners,b,"Timeshare ownership is a fee or leasehold interest in a property whose owners or tenants agree to use the property on a periodic, non-overlapping basis"
Principles of Real Estate Practice in Alabama,4.9,Which of the following is true of a cooperative?,A cooperative may hold an owner liable for the unpaid operating expenses of other owners,The owners have a fee simple interest in the airspace of their respective apartments,Owners may retain their apartments even if they sell their stock in the cooperative,The proprietary lease is guaranteed to have a fixed rate of rent over the life of the lease term,a,"Since the corporation owns an undivided interest in the cooperative property, debts and financial obligations apply to the property as a whole, not to individual units as in a condominium"
Principles of Real Estate Practice in Alabama,4.10,One difference between a cooperative estate and a condominium estate is that,"a default by a coop owner may cause a foreclosure on the entire property instead of just a single unit, as with a condominium",the condominium owner must pay expenses as well as rent,the coop owner owns stock and a freehold real estate interest whereas the condominium owner simply owns real estate,the condominium owner owns the common elements and the airspace whereas the coop owner only owns the apartment,a,"Should the cooperative corporation fail to meet its obligations, creditors and mortgagees may foreclose on the entire property. A completed foreclosure would terminate the shareholders' proprietary lease, and bankrupt the owning corporation. Compare this situation with that of a condominium, in which an individual's failure to pay endangers only that individual's unit, not the entire property"
Principles of Real Estate Practice in Alabama,4.11,A unique feature of a land trust is that,the trustee controls both the trustor and the beneficiary,the trustee takes ownership of both land and improvements,the identity of the beneficiary may not be identified,the properties in the trust are probated in the states where the properties are located,c,Beneficiary identity not on record - public records do not identify the beneficiary; the beneficiary owns and enjoys the property in secrecy
Principles of Real Estate Practice in Alabama,5.1,Easements and encroachments are types of,lien,deed restriction,encumbrance,appurtenance,c,"General types of encumbrance include easements, encroachments, licenses, and deed restrictions"
Principles of Real Estate Practice in Alabama,5.2,An affirmative easement gives the benefited party,the right to possess a defined portion of another's real property,the right to prevent the owner of a real property from using it in a defined way,the right to a defined use of a portion of another's real property,the right to receive a portion of any income generated by another's real property,c,"An easement may be affirmative, allowing a use, such as a right-of-way"
Principles of Real Estate Practice in Alabama,5.3,"There are two adjoining properties. An easement allows property A to use the access road that belongs to property B. In this situation, property A is said to be which of the following in relation to property B?",Subservient estate,Servient estate,Senior tenant,Dominant tenement,d,"An easement appurtenant gives a property owner a right of usage to portions of an adjoining property owned by another party. The property enjoying the usage right is called the dominant tenement, or dominant estate"
Principles of Real Estate Practice in Alabama,5.4,Which of the following describes a situation in which an easement might be created against the wishes of the property owner?,The property has been continuously used as an easement with the knowledge but without the permission of the owner for a period of time,"The owner of an adjoining property asks the property owner for an easement, is refused, and then uses the property anyway without the knowledge of the owner",The owner of an adjoining property decides he needs to widen his driveway by sharing his neighbor's driveway and sues in court to create an easement by necessity,The owner of an adjoining property grants an easement to a third party that includes an easement on the first property,a,"Easement by prescription. If someone uses another's property as an easement without permission for a statutory period of time and under certain conditions, a court order may give the user the easement right by prescription, regardless of the owner's desires"
Principles of Real Estate Practice in Alabama,5.5,What is the primary danger of allowing an encroachment?,An encroachment automatically grants the benefiting party an easement,The encroached party may be liable for additional real estate taxes to cover the area being encroached upon by the neighboring property,"Over time, the encroachment may become an easement by prescription that damages the property's market value",An encroachment creates a lien,c,"Encroachments cause infringements on the rights of the trespassed owner, and may diminish the property's value over time, particularly when the property is to be sold"
Principles of Real Estate Practice in Alabama,5.6,A property owner who is selling her land wants to control how it is used in the future. She might accomplish her aim by means of,an injunction,a deed restriction,an easement,a land trust,b,A private party who wants to control the quality and standards of a property can establish a deed restriction. Deed restrictions take precedence over zoning ordinances if they are more restrictive
Principles of Real Estate Practice in Alabama,5.7,What distinguishes a lien from other types of encumbrance?,It involves a monetary claim against the value of a property,It lowers the value of a property,It is created voluntarily by the property owner,It attaches to the property rather than to the owner of the property,a,"A lien is a creditor's claim against personal or real property as security for a debt of the property owner. If the owner defaults, the lien gives the creditor the right to force the sale of the property to satisfy the debt. Liens do not necessarily alter the property value. Liens can be involuntary as well as voluntary. Finally, liens attach to the property, but so do other encumbrances"
Principles of Real Estate Practice in Alabama,5.8,"A certain property has the following liens recorded against it: a mortgage lien dating from three years ago; a mechanic's lien dating from two years ago; a real estate tax lien for the current year; and a second mortgage lien dating from the current year. In case of a foreclosure, which of these liens will be paid first?",First mortgage lien,Mechanic's lien,Real estate tax lien,Second mortgage lien,c,"Superior and inferior lien. The category of superior, or senior, liens ranks above the category of inferior, or junior, liens, meaning that superior liens receive first payment from the proceeds of a foreclosure. The superior category includes liens for real estate tax, special assessments, and inheritance tax. Other liens, including income tax liens, are inferior"
Principles of Real Estate Practice in Alabama,5.9,The lien priority of junior liens can be changed by a lienor's agreement to,forgive portions of the debt,assign the note,foreclose on the note,subordinate,d,"A lienor can change the priority of a junior lien by voluntarily agreeing to subordinate, or lower, the lien's position in the hierarchy"
Principles of Real Estate Practice in Alabama,5.10,"Among junior liens, the order of priority is generally established according to",the date of recordation,the amount,the order of disbursement,special agreement among lienees,a,"Among junior liens, date of recording determines priority. The rule is: the earlier the recording date of the lien, the higher its priority"
Principles of Real Estate Practice in Alabama,5.11,"What is meant by a ""lien-theory"" state?",A state in which liens are given priority over other encumbrances,A state in which a mortgagor retains title to the property when a mortgage lien is created,A state in which the holder of a mortgage lien receives title to the mortgaged property until the debt is satisfied,A state in which liens exist in theory but not in practice,b,"In lien-theory states, mortgages and trust deeds secure loans made on real property. In these states, the lender records a lien as soon as possible after disbursing the funds in order to establish lien priority"
Principles of Real Estate Practice in Alabama,5.12,A homeowner has hired a contractor to build a room addition. The work has been completed and the contractor has been paid for all work and materials but fails to pay the lumber yard for a load of lumber. What potential problem may the home owner experience?,The contractor may place a mechanic's lien for the amount of the lumber against the homeowner's real property,The lumber yard may place a vendor's lien against the contractor and the homeowner for the amount of the lumber,The lumber yard may place a mechanic's lien for the amount of the lumber against the homeowner's real property,The homeowner has no liability because the contractor was paid for the lumber,c,Any individual who performs approved work may place a mechanic's lien on the property to the extent of the direct costs incurred. Note that unpaid subcontractors may record mechanic's liens whether the general contractor has been paid or not. Thus it is possible for an owner to have to double-pay a bill in order to eliminate the mechanic's lien if the general contractor neglects to pay the subcontractors
Principles of Real Estate Practice in Alabama,5.13,The process of enforcing a lien by forcing sale of the lienee's property is called,execution,attachment,foreclosure,subordination,c,"All liens can be enforced by the sale or other transfer of title of the secured property, whether by court action, operation of law, or through powers granted in the original loan agreement. The enforcement proceedings are referred to as foreclosure"
Principles of Real Estate Practice in Alabama,5.14,An important difference between a judicial foreclosure and a non-judicial foreclosure is,there is no right to redeem the property in a non-judicial foreclosure,a judicial foreclosure forces a sale of the property,a non-judicial foreclosure ensures that all liens are paid in order of priority,the lienor receives title directly in a non-judicial foreclosure,a,There is no redemption right in non-judicial foreclosure
Principles of Real Estate Practice in Alabama,5.15,A defaulting borrower may avoid foreclosure by giving the mortgagee,a promissory note,a deed in lieu of foreclosure,a redemption notice,a lis pendens,b,"A defaulting borrower who faces foreclosure may avoid court actions and costs by voluntarily deeding the property to the mortgagee. This is accomplished with a deed in lieu of foreclosure, which transfers legal title to the lienholder"
Principles of Real Estate Practice in Alabama,5.16,A property survey reveals that a new driveway extends one foot onto a neighbor's property. This is an example of,a easement appurtenant,an encroachment,an easement by prescription,a party wall easement,b,"An encroachment is the unauthorized, physical intrusion of one owner's real property into that of another"
Principles of Real Estate Practice in Alabama,5.17,"A property owner has an easement appurtenant on her property. When the property is sold to another party, the easement",terminates,transfers with the property,transfers with the owner to a new property,becomes a lien on the property,b,"The term appurtenant means ""attaching to."" An easement appurtenant attaches to the estate and transfers with it unless specifically stated otherwise in the transaction documents"
Principles of Real Estate Practice in Alabama,5.18,A brick fence straddles the property line of two neighbors. The neighbors agree not to damage it in any way. This is an example of,a party wall,an encroachment,a trade fixture,a deed restriction,a,"A party wall is a common wall shared by two separate structures along a property boundary. Party wall agreements generally provide for severalty ownership of half of the wall by each owner, or at least some fraction of the width of the wall. In addition, the agreement grants a negative easement appurtenant to each owner in the other's wall. This is to prevent unlimited use of the wall, in particular a destructive use that would jeopardize the adjacent property owner's building. The agreement also establishes responsibilities and obligations for maintenance and repair of the wall"
Principles of Real Estate Practice in Alabama,5.19,"A property owner allows Betty Luanne to cross his property as a shortcut to her kindergarten school bus. One day the property owner dies. What right was Betty given, and what happens to it in the future?","A personal easement in gross, which continues after the owner's death","An easement by prescription, which continues after the owner's death","A license, which continues after the owner's death","A license, which terminates at the owner's death",d,"A license, much like a personal easement in gross, is a personal right that a property owner grants to another to use the property for a specific purpose. Licenses are not transferrable and do not attach to the land. They cease on the death of either party, or on the sale of the property. Unlike a personal easement in gross, a license is revocable at any time. Licenses are often granted informally, as a verbal statement of permission"
Principles of Real Estate Practice in Alabama,5.20,"A court renders a judgment which authorizes a lien to be placed against the defendant's house, car, and personal belongings. This is an example of a",specific judgment lien,general judgment lien,voluntary judgment lien,superior judgment lien,b,A general lien is one placed against any and all real and personal property owned by a particular debtor. An example is an inheritance tax lien placed against all property owned by the heir. A judgment lien attaches to real and personal property as a result of a money judgment issued by a court in favor of a creditor
Principles of Real Estate Practice in Alabama,5.21,What happens in a short sale?,The transaction is completed before the end of the contingency period.,Buyer and seller complete a transaction without the assistance of a licensed agent.,The proceeds of the sale do not cover the seller’s outstanding mortgage loan balance.,The seller agrees to accept less than the listing price.,c,"A short sale occurs when a property owner owes more than resale value and loan pay-off for a property and agrees to let the lender sell the property in exchange for release from the lien. The lender may or may not agree to accept the deficient price as satisfaction and may require the seller to pay the deficiency by way of a deficiency judgment. There may also be tax consequences for the seller. To avoid the deficiency, the seller must make sure that the agreements include a full release of the underlying debt and a statement that it was fully satisfied."
Principles of Real Estate Practice in Alabama,6.1,"Which of the following best describes the concept of ""legal title"" to real estate?""",Ownership of the bundle of rights to real estate,The right of a buyer or lender to obtain ownership under certain circumstances,Possession of a deed,Absolute proof of ownership of real estate,a,"Owning title to real property commonly connotes owning the complete bundle of rights that attach to the property, including the right to possession. More accurately, someone who possesses all ownership interests owns legal title to the property. Legal title is distinct from equitable title, which is the interest or right to obtain legal title to a property in accordance with a sale or mortgage contract between the legal owner and a buyer or creditor. During the contractual period of time when ownership of legal title is contingent upon the contract, the buyer or lender owns equitable title to the property"
Principles of Real Estate Practice in Alabama,6.2,"A person claims ownership of a parcel of real estate to a prospective buyer, stating that she has lived on the property for five years and nobody has ever bothered her. The claimant also shows the buyer a copy of the deed. The legal basis of this claim is referred to as",prescriptive notice,constructive notice,hostile notice,actual notice,d,"In proving real estate ownership, a person provides actual notice by producing direct evidence, such as by showing a valid will"
Principles of Real Estate Practice in Alabama,6.3,Constructive notice of ownership of a parcel of real estate is primarily demonstrated through,direct inspection to see who is in possession,title insurance,title records,a construction permit,c,"The foremost method of imparting constructive notice is by recordation of ownership documents in public records, specifically, title records"
Principles of Real Estate Practice in Alabama,6.4,An owner transfers title to a property to a buyer in exchange for a consideration. This is an example of,voluntary alienation,escheat,hypothecation,estoppel,a,Voluntary alienation is an unforced transfer of title by sale or gift from an owner to another party
Principles of Real Estate Practice in Alabama,6.5,"For a deed to convey title, it is necessary for the deed to be",on a standard form,certified by the grantor,accepted by the grantee,signed by the grantee,c,Execution of a valid deed in itself does not convey title. It is necessary for the deed to be delivered to and accepted by the grantee for title to pass
Principles of Real Estate Practice in Alabama,6.6,The only required clause in a deed of conveyance is one that,states restrictions and limitations to the estate being conveyed,states the parties and the type of estate being conveyed,states that the grantor has done nothing to impair title to the property being conveyed,"states the grantor's intention, names the parties, describes the property, and indicates a consideration",d,"Granting clause, or premises clause - the only required clause; contains the conveyance intentions; names the parties; describes the property; indicates nominal consideration"
Principles of Real Estate Practice in Alabama,6.7,The purpose of a covenant clause in a deed of conveyance is to,state the grantor's assurance or warrant to the grantee that a certain condition or fact concerning the property is true,state the grantee's promise to use the property in a prescribed manner,warrant that the grantor has never encumbered title,describe the consideration that the grantee promises to give in return for title,a,Covenant clauses present the grantor's assurances to the grantee
Principles of Real Estate Practice in Alabama,6.8,The type of statutory deed that contains the most complete protection for the grantee is a,guardian's deed,special warranty deed,general warranty deed,quitclaim deed,c,"The general warranty deed, or warranty deed for short, is the most commonly used deed. It contains the fullest possible assurances of good title and protection for the grantee"
Principles of Real Estate Practice in Alabama,6.9,"A person wishes to convey any and all interests in a property to another without making any assurances as to encumbrances, liens, or any other title defects on the property. This party would most likely use which of the following types of deed?",A sheriff's deed,A special warranty deed,A partition deed,A quitclaim deed,d,"A quitclaim deed. A quitclaim deed transfers real and potential interests in a property, whether an interest is known to exist or not.  The grantor makes no claim to any interest in the property being conveyed and offers no warrants to protect the grantee"
Principles of Real Estate Practice in Alabama,6.10,A one-time tax levied on a property for purposes of recording a transaction is called,an intangible sales tax,a documentary stamp tax,an ad valorem tax,a franchise tax,b,State law usually requires payment of a documentary stamp tax on a conveyance of real property
